date,year,month,day,sales,region
2018-02-22,2018,2,22,1668.0,east
2018-02-22,2018,2,22,1764.0,west
2018-02-23,2018,2,23,1533.0,north
2018-02-23,2018,2,23,1563.0,south
2018-02-23,2018,2,23,1641.0,east
2018-02-23,2018,2,23,1773.0,west
2018-02-24,2018,2,24,1629.0,north
2018-02-24,2018,2,24,1698.0,south
2018-02-24,2018,2,24,1725.0,east
2018-02-24,2018,2,24,1722.0,west
2018-02-25,2018,2,25,1596.0,north
2018-02-25,2018,2,25,1710.0,south
2018-02-25,2018,2,25,1635.0,east
2018-02-25,2018,2,25,1659.0,west
2018-02-26,2018,2,26,1686.0,north
2018-02-26,2018,2,26,1533.0,south
2018-02-26,2018,2,26,1524.0,east
2018-02-26,2018,2,26,1530.0,west
2018-02-27,2018,2,27,1665.0,north
2018-02-27,2018,2,27,1695.0,south
2018-02-27,2018,2,27,1578.0,east
2018-02-27,2018,2,27,1620.0,west
2018-02-28,2018,2,28,1767.0,north
2018-02-28,2018,2,28,1593.0,south
2018-02-28,2018,2,28,1743.0,east
2018-02-28,2018,2,28,1557.0,west
2018-03-01,2018,3,1,1668.0,north
2018-03-01,2018,3,1,1782.0,south
2018-03-01,2018,3,1,1527.0,east
2018-03-01,2018,3,1,1668.0,west
2018-03-02,2018,3,2,1635.0,north
2018-03-02,2018,3,2,1569.0,south
2018-03-02,2018,3,2,1746.0,east
2018-03-02,2018,3,2,1773.0,west
2018-03-03,2018,3,3,1539.0,north
2018-03-03,2018,3,3,1500.0,south
2018-03-03,2018,3,3,1569.0,east
2018-03-03,2018,3,3,1557.0,west
2018-03-04,2018,3,4,1773.0,north
2018-03-04,2018,3,4,1644.0,south
2018-03-04,2018,3,4,1614.0,east
2018-03-04,2018,3,4,1674.0,west
2018-03-05,2018,3,5,1533.0,north
2018-03-05,2018,3,5,1653.0,south
2018-03-05,2018,3,5,1557.0,east
2018-03-05,2018,3,5,1746.0,west
2018-03-06,2018,3,6,1719.0,north
2018-03-06,2018,3,6,1719.0,south
2018-03-06,2018,3,6,1659.0,east
2018-03-06,2018,3,6,1800.0,west
2018-03-07,2018,3,7,1581.0,north
2018-03-07,2018,3,7,1602.0,south
2018-03-07,2018,3,7,1608.0,east
2018-03-07,2018,3,7,1650.0,west
2018-03-08,2018,3,8,1611.0,north
2018-03-08,2018,3,8,1530.0,south
2018-03-08,2018,3,8,1698.0,east
2018-03-08,2018,3,8,1668.0,west
2018-03-09,2018,3,9,1746.0,north
2018-03-09,2018,3,9,1524.0,south
2018-03-09,2018,3,9,1506.0,east
2018-03-09,2018,3,9,1704.0,west
2018-03-10,2018,3,10,1788.0,north
2018-03-10,2018,3,10,1719.0,south
2018-03-10,2018,3,10,1746.0,east
2018-03-10,2018,3,10,1584.0,west
2018-03-11,2018,3,11,1692.0,north
2018-03-11,2018,3,11,1635.0,south
2018-03-11,2018,3,11,1608.0,east
2018-03-11,2018,3,11,1590.0,west
2018-03-12,2018,3,12,1599.0,north
2018-03-12,2018,3,12,1518.0,south
2018-03-12,2018,3,12,1602.0,east
2018-03-12,2018,3,12,1659.0,west
2018-03-13,2018,3,13,1644.0,north
2018-03-13,2018,3,13,1611.0,south
2018-03-13,2018,3,13,1554.0,east
2018-03-13,2018,3,13,1515.0,west
2018-03-14,2018,3,14,1515.0,north
2018-03-14,2018,3,14,1632.0,south
2018-03-14,2018,3,14,1512.0,east
2018-03-14,2018,3,14,1776.0,west
2018-03-15,2018,3,15,1677.0,north
2018-03-15,2018,3,15,1503.0,south
2018-03-15,2018,3,15,1605.0,east
2018-03-15,2018,3,15,1647.0,west
2018-03-16,2018,3,16,1506.0,north
2018-03-16,2018,3,16,1737.0,south
2018-03-16,2018,3,16,1590.0,east
2018-03-16,2018,3,16,1767.0,west
2018-03-17,2018,3,17,1593.0,north
2018-03-17,2018,3,17,1614.0,south
2018-03-17,2018,3,17,1710.0,east
2018-03-17,2018,3,17,1662.0,west
2018-03-18,2018,3,18,1650.0,north
2018-03-18,2018,3,18,1755.0,south
2018-03-18,2018,3,18,1698.0,east
2018-03-18,2018,3,18,1659.0,west
2018-03-19,2018,3,19,1683.0,north
2018-03-19,2018,3,19,1509.0,south
2018-03-19,2018,3,19,1500.0,east
2018-03-19,2018,3,19,1545.0,west
2018-03-20,2018,3,20,1647.0,north
2018-03-20,2018,3,20,1614.0,south
2018-03-20,2018,3,20,1629.0,east
2018-03-20,2018,3,20,1677.0,west
2018-03-21,2018,3,21,1743.0,north
2018-03-21,2018,3,21,1569.0,south
2018-03-21,2018,3,21,1593.0,east
2018-03-21,2018,3,21,1578.0,west
2018-03-22,2018,3,22,1578.0,north
2018-03-22,2018,3,22,1581.0,south
2018-03-22,2018,3,22,1653.0,east
2018-03-22,2018,3,22,1578.0,west
2018-03-23,2018,3,23,1761.0,north
2018-03-23,2018,3,23,1611.0,south
2018-03-23,2018,3,23,1749.0,east
2018-03-23,2018,3,23,1764.0,west
2018-03-24,2018,3,24,1716.0,north
2018-03-24,2018,3,24,1710.0,south
2018-03-24,2018,3,24,1800.0,east
2018-03-24,2018,3,24,1728.0,west
2018-03-25,2018,3,25,1743.0,north
2018-03-25,2018,3,25,1764.0,south
2018-03-25,2018,3,25,1740.0,east
2018-03-25,2018,3,25,1707.0,west
2018-03-26,2018,3,26,1509.0,north
2018-03-26,2018,3,26,1641.0,south
2018-03-26,2018,3,26,1533.0,east
2018-03-26,2018,3,26,1752.0,west
2018-03-27,2018,3,27,1767.0,north
2018-03-27,2018,3,27,1590.0,south
2018-03-27,2018,3,27,1533.0,east
2018-03-27,2018,3,27,1704.0,west
2018-03-28,2018,3,28,1671.0,north
2018-03-28,2018,3,28,1527.0,south
2018-03-28,2018,3,28,1524.0,east
2018-03-28,2018,3,28,1629.0,west
2018-03-29,2018,3,29,1722.0,north
2018-03-29,2018,3,29,1557.0,south
2018-03-29,2018,3,29,1686.0,east
2018-03-29,2018,3,29,1779.0,west
2018-03-30,2018,3,30,1734.0,north
2018-03-30,2018,3,30,1776.0,south
2018-03-30,2018,3,30,1554.0,east
2018-03-30,2018,3,30,1725.0,west
2018-03-31,2018,3,31,1617.0,north
2018-03-31,2018,3,31,1635.0,south
2018-03-31,2018,3,31,1605.0,east
2018-03-31,2018,3,31,1785.0,west
2018-04-01,2018,4,1,1761.0,north
2018-04-01,2018,4,1,1530.0,south
2018-04-01,2018,4,1,1710.0,east
2018-04-01,2018,4,1,1506.0,west
2018-04-02,2018,4,2,1509.0,north
2018-04-02,2018,4,2,1797.0,south
2018-04-02,2018,4,2,1662.0,east
2018-04-02,2018,4,2,1530.0,west
2018-04-03,2018,4,3,1767.0,north
2018-04-03,2018,4,3,1767.0,south
2018-04-03,2018,4,3,1614.0,east
2018-04-03,2018,4,3,1533.0,west
2018-04-04,2018,4,4,1767.0,north
2018-04-04,2018,4,4,1761.0,south
2018-04-04,2018,4,4,1566.0,east
2018-04-04,2018,4,4,1623.0,west
2018-04-05,2018,4,5,1506.0,north
2018-04-05,2018,4,5,1512.0,south
2018-04-05,2018,4,5,1692.0,east
2018-04-05,2018,4,5,1749.0,west
2018-04-06,2018,4,6,1701.0,north
2018-04-06,2018,4,6,1752.0,south
2018-04-06,2018,4,6,1632.0,east
2018-04-06,2018,4,6,1515.0,west
2018-04-07,2018,4,7,1725.0,north
2018-04-07,2018,4,7,1611.0,south
2018-04-07,2018,4,7,1788.0,east
2018-04-07,2018,4,7,1617.0,west
2018-04-08,2018,4,8,1656.0,north
2018-04-08,2018,4,8,1674.0,south
2018-04-08,2018,4,8,1557.0,east
2018-04-08,2018,4,8,1701.0,west
2018-04-09,2018,4,9,1686.0,north
2018-04-09,2018,4,9,1782.0,south
2018-04-09,2018,4,9,1641.0,east
2018-04-09,2018,4,9,1557.0,west
2018-04-10,2018,4,10,1686.0,north
2018-04-10,2018,4,10,1527.0,south
2018-04-10,2018,4,10,1698.0,east
2018-04-10,2018,4,10,1728.0,west
2018-04-11,2018,4,11,1671.0,north
2018-04-11,2018,4,11,1527.0,south
2018-04-11,2018,4,11,1581.0,east
2018-04-11,2018,4,11,1764.0,west
2018-04-12,2018,4,12,1653.0,north
2018-04-12,2018,4,12,1626.0,south
2018-04-12,2018,4,12,1782.0,east
2018-04-12,2018,4,12,1749.0,west
2018-04-13,2018,4,13,1539.0,north
2018-04-13,2018,4,13,1752.0,south
2018-04-13,2018,4,13,1674.0,east
2018-04-13,2018,4,13,1749.0,west
2018-04-14,2018,4,14,1569.0,north
2018-04-14,2018,4,14,1794.0,south
2018-04-14,2018,4,14,1674.0,east
2018-04-14,2018,4,14,1638.0,west
2018-04-15,2018,4,15,1515.0,north
2018-04-15,2018,4,15,1527.0,south
2018-04-15,2018,4,15,1602.0,east
2018-04-15,2018,4,15,1653.0,west
2018-04-16,2018,4,16,1602.0,north
2018-04-16,2018,4,16,1707.0,south
2018-04-16,2018,4,16,1548.0,east
2018-04-16,2018,4,16,1527.0,west
2018-04-17,2018,4,17,1599.0,north
2018-04-17,2018,4,17,1728.0,south
2018-04-17,2018,4,17,1704.0,east
2018-04-17,2018,4,17,1539.0,west
2018-04-18,2018,4,18,1545.0,north
2018-04-18,2018,4,18,1797.0,south
2018-04-18,2018,4,18,1515.0,east
2018-04-18,2018,4,18,1719.0,west
2018-04-19,2018,4,19,1713.0,north
2018-04-19,2018,4,19,1674.0,south
2018-04-19,2018,4,19,1767.0,east
2018-04-19,2018,4,19,1767.0,west
2018-04-20,2018,4,20,1668.0,north
2018-04-20,2018,4,20,1620.0,south
2018-04-20,2018,4,20,1677.0,east
2018-04-20,2018,4,20,1509.0,west
2018-04-21,2018,4,21,1683.0,north
2018-04-21,2018,4,21,1743.0,south
2018-04-21,2018,4,21,1644.0,east
2018-04-21,2018,4,21,1578.0,west
2018-04-22,2018,4,22,1572.0,north
2018-04-22,2018,4,22,1545.0,south
2018-04-22,2018,4,22,1557.0,east
2018-04-22,2018,4,22,1626.0,west
2018-04-23,2018,4,23,1710.0,north
2018-04-23,2018,4,23,1659.0,south
2018-04-23,2018,4,23,1665.0,east
2018-04-23,2018,4,23,1521.0,west
2018-04-24,2018,4,24,1503.0,north
2018-04-24,2018,4,24,1650.0,south
2018-04-24,2018,4,24,1689.0,east
2018-04-24,2018,4,24,1743.0,west
2018-04-25,2018,4,25,1623.0,north
2018-04-25,2018,4,25,1503.0,south
2018-04-25,2018,4,25,1758.0,east
2018-04-25,2018,4,25,1557.0,west
2018-04-26,2018,4,26,1713.0,north
2018-04-26,2018,4,26,1734.0,south
2018-04-26,2018,4,26,1740.0,east
2018-04-26,2018,4,26,1563.0,west
2018-04-27,2018,4,27,1716.0,north
2018-04-27,2018,4,27,1791.0,south
2018-04-27,2018,4,27,1674.0,east
2018-04-27,2018,4,27,1716.0,west
2018-04-28,2018,4,28,1632.0,north
2018-04-28,2018,4,28,1641.0,south
2018-04-28,2018,4,28,1584.0,east
2018-04-28,2018,4,28,1590.0,west
2018-04-29,2018,4,29,1713.0,north
2018-04-29,2018,4,29,1593.0,south
2018-04-29,2018,4,29,1740.0,east
2018-04-29,2018,4,29,1638.0,west
2018-04-30,2018,4,30,1653.0,north
2018-04-30,2018,4,30,1590.0,south
2018-04-30,2018,4,30,1593.0,east
2018-04-30,2018,4,30,1602.0,west
2018-05-01,2018,5,1,1785.0,north
2018-05-01,2018,5,1,1764.0,south
2018-05-01,2018,5,1,1506.0,east
2018-05-01,2018,5,1,1536.0,west
2018-05-02,2018,5,2,1623.0,north
2018-05-02,2018,5,2,1674.0,south
2018-05-02,2018,5,2,1791.0,east
2018-05-02,2018,5,2,1653.0,west
2018-05-03,2018,5,3,1785.0,north
2018-05-03,2018,5,3,1569.0,south
2018-05-03,2018,5,3,1500.0,east
2018-05-03,2018,5,3,1770.0,west
2018-05-04,2018,5,4,1653.0,north
2018-05-04,2018,5,4,1590.0,south
2018-05-04,2018,5,4,1671.0,east
2018-05-04,2018,5,4,1629.0,west
2018-05-05,2018,5,5,1578.0,north
2018-05-05,2018,5,5,1665.0,south
2018-05-05,2018,5,5,1575.0,east
2018-05-05,2018,5,5,1587.0,west
2018-05-06,2018,5,6,1674.0,north
2018-05-06,2018,5,6,1785.0,south
2018-05-06,2018,5,6,1719.0,east
2018-05-06,2018,5,6,1617.0,west
2018-05-07,2018,5,7,1794.0,north
2018-05-07,2018,5,7,1563.0,south
2018-05-07,2018,5,7,1728.0,east
2018-05-07,2018,5,7,1740.0,west
2018-05-08,2018,5,8,1617.0,north
2018-05-08,2018,5,8,1650.0,south
2018-05-08,2018,5,8,1728.0,east
2018-05-08,2018,5,8,1635.0,west
2018-05-09,2018,5,9,1584.0,north
2018-05-09,2018,5,9,1647.0,south
2018-05-09,2018,5,9,1551.0,east
2018-05-09,2018,5,9,1512.0,west
2018-05-10,2018,5,10,1737.0,north
2018-05-10,2018,5,10,1551.0,south
2018-05-10,2018,5,10,1515.0,east
2018-05-10,2018,5,10,1716.0,west
2018-05-11,2018,5,11,1746.0,north
2018-05-11,2018,5,11,1677.0,south
2018-05-11,2018,5,11,1584.0,east
2018-05-11,2018,5,11,1617.0,west
2018-05-12,2018,5,12,1743.0,north
2018-05-12,2018,5,12,1533.0,south
2018-05-12,2018,5,12,1521.0,east
2018-05-12,2018,5,12,1578.0,west
2018-05-13,2018,5,13,1545.0,north
2018-05-13,2018,5,13,1713.0,south
2018-05-13,2018,5,13,1665.0,east
2018-05-13,2018,5,13,1644.0,west
2018-05-14,2018,5,14,1776.0,north
2018-05-14,2018,5,14,1560.0,south
2018-05-14,2018,5,14,1644.0,east
2018-05-14,2018,5,14,1503.0,west
2018-05-15,2018,5,15,1800.0,north
2018-05-15,2018,5,15,1758.0,south
2018-05-15,2018,5,15,1701.0,east
2018-05-15,2018,5,15,1671.0,west
2018-05-16,2018,5,16,1593.0,north
2018-05-16,2018,5,16,1617.0,south
2018-05-16,2018,5,16,1626.0,east
2018-05-16,2018,5,16,1629.0,west
2018-05-17,2018,5,17,1728.0,north
2018-05-17,2018,5,17,1506.0,south
2018-05-17,2018,5,17,1590.0,east
2018-05-17,2018,5,17,1626.0,west
2018-05-18,2018,5,18,1782.0,north
2018-05-18,2018,5,18,1572.0,south
2018-05-18,2018,5,18,1539.0,east
2018-05-18,2018,5,18,1509.0,west
2018-05-19,2018,5,19,1788.0,north
2018-05-19,2018,5,19,1713.0,south
2018-05-19,2018,5,19,1626.0,east
2018-05-19,2018,5,19,1629.0,west
2018-05-20,2018,5,20,1548.0,north
2018-05-20,2018,5,20,1716.0,south
2018-05-20,2018,5,20,1752.0,east
2018-05-20,2018,5,20,1638.0,west
2018-05-21,2018,5,21,1575.0,north
2018-05-21,2018,5,21,1671.0,south
2018-05-21,2018,5,21,1626.0,east
2018-05-21,2018,5,21,1572.0,west
2018-05-22,2018,5,22,1572.0,north
2018-05-22,2018,5,22,1569.0,south
2018-05-22,2018,5,22,1581.0,east
2018-05-22,2018,5,22,1521.0,west
2018-05-23,2018,5,23,1641.0,north
2018-05-23,2018,5,23,1692.0,south
2018-05-23,2018,5,23,1713.0,east
2018-05-23,2018,5,23,1563.0,west
2018-05-24,2018,5,24,1524.0,north
2018-05-24,2018,5,24,1533.0,south
2018-05-24,2018,5,24,1695.0,east
2018-05-24,2018,5,24,1533.0,west
2018-05-25,2018,5,25,1599.0,north
2018-05-25,2018,5,25,1665.0,south
2018-05-25,2018,5,25,1713.0,east
2018-05-25,2018,5,25,1644.0,west
2018-05-26,2018,5,26,1776.0,north
2018-05-26,2018,5,26,1530.0,south
2018-05-26,2018,5,26,1650.0,east
2018-05-26,2018,5,26,1512.0,west
2018-05-27,2018,5,27,1629.0,north
2018-05-27,2018,5,27,1707.0,south
2018-05-27,2018,5,27,1521.0,east
2018-05-27,2018,5,27,1761.0,west
2018-05-28,2018,5,28,1755.0,north
2018-05-28,2018,5,28,1659.0,south
2018-05-28,2018,5,28,1800.0,east
2018-05-28,2018,5,28,1539.0,west
2018-05-29,2018,5,29,1713.0,north
2018-05-29,2018,5,29,1752.0,south
2018-05-29,2018,5,29,1629.0,east
2018-05-29,2018,5,29,1635.0,west
2018-05-30,2018,5,30,1674.0,north
2018-05-30,2018,5,30,1701.0,south
2018-05-30,2018,5,30,1614.0,east
2018-05-30,2018,5,30,1794.0,west
2018-05-31,2018,5,31,1725.0,north
2018-05-31,2018,5,31,1659.0,south
2018-05-31,2018,5,31,1536.0,east
2018-05-31,2018,5,31,1620.0,west
2018-06-01,2018,6,1,1794.0,north
2018-06-01,2018,6,1,1623.0,south
2018-06-01,2018,6,1,1665.0,east
2018-06-01,2018,6,1,1671.0,west
2018-06-02,2018,6,2,1752.0,north
2018-06-02,2018,6,2,1707.0,south
2018-06-02,2018,6,2,1797.0,east
2018-06-02,2018,6,2,1668.0,west
2018-06-03,2018,6,3,1596.0,north
2018-06-03,2018,6,3,1503.0,south
2018-06-03,2018,6,3,1578.0,east
2018-06-03,2018,6,3,1680.0,west
2018-06-04,2018,6,4,1608.0,north
2018-06-04,2018,6,4,1683.0,south
2018-06-04,2018,6,4,1572.0,east
2018-06-04,2018,6,4,1656.0,west
2018-06-05,2018,6,5,1713.0,north
2018-06-05,2018,6,5,1698.0,south
2018-06-05,2018,6,5,1557.0,east
2018-06-05,2018,6,5,1782.0,west
2018-06-06,2018,6,6,1695.0,north
2018-06-06,2018,6,6,1680.0,south
2018-06-06,2018,6,6,1761.0,east
2018-06-06,2018,6,6,1659.0,west
2018-06-07,2018,6,7,1518.0,north
2018-06-07,2018,6,7,1572.0,south
2018-06-07,2018,6,7,1785.0,east
2018-06-07,2018,6,7,1557.0,west
2018-06-08,2018,6,8,1719.0,north
2018-06-08,2018,6,8,1677.0,south
2018-06-08,2018,6,8,1695.0,east
2018-06-08,2018,6,8,1602.0,west
2018-06-09,2018,6,9,1782.0,north
2018-06-09,2018,6,9,1773.0,south
2018-06-09,2018,6,9,1656.0,east
2018-06-09,2018,6,9,1665.0,west
2018-06-10,2018,6,10,1578.0,north
2018-06-10,2018,6,10,1641.0,south
2018-06-10,2018,6,10,1737.0,east
2018-06-10,2018,6,10,1557.0,west
2018-06-11,2018,6,11,1788.0,north
2018-06-11,2018,6,11,1677.0,south
2018-06-11,2018,6,11,1698.0,east
2018-06-11,2018,6,11,1728.0,west
2018-06-12,2018,6,12,1776.0,north
2018-06-12,2018,6,12,1551.0,south
2018-06-12,2018,6,12,1548.0,east
2018-06-12,2018,6,12,1542.0,west
2018-06-13,2018,6,13,1683.0,north
2018-06-13,2018,6,13,1683.0,south
2018-06-13,2018,6,13,1572.0,east
2018-06-13,2018,6,13,1683.0,west
2018-06-14,2018,6,14,1761.0,north
2018-06-14,2018,6,14,1668.0,south
2018-06-14,2018,6,14,1599.0,east
2018-06-14,2018,6,14,1593.0,west
2018-06-15,2018,6,15,1623.0,north
2018-06-15,2018,6,15,1737.0,south
2018-06-15,2018,6,15,1593.0,east
2018-06-15,2018,6,15,1788.0,west
2018-06-16,2018,6,16,1659.0,north
2018-06-16,2018,6,16,1641.0,south
2018-06-16,2018,6,16,1575.0,east
2018-06-16,2018,6,16,1611.0,west
2018-06-17,2018,6,17,1599.0,north
2018-06-17,2018,6,17,1530.0,south
2018-06-17,2018,6,17,1608.0,east
2018-06-17,2018,6,17,1626.0,west
2018-06-18,2018,6,18,1530.0,north
2018-06-18,2018,6,18,1707.0,south
2018-06-18,2018,6,18,1611.0,east
2018-06-18,2018,6,18,1635.0,west
2018-06-19,2018,6,19,1593.0,north
2018-06-19,2018,6,19,1749.0,south
2018-06-19,2018,6,19,1623.0,east
2018-06-19,2018,6,19,1608.0,west
2018-06-20,2018,6,20,1665.0,north
2018-06-20,2018,6,20,1659.0,south
2018-06-20,2018,6,20,1734.0,east
2018-06-20,2018,6,20,1557.0,west
2018-06-21,2018,6,21,1797.0,north
2018-06-21,2018,6,21,1587.0,south
2018-06-21,2018,6,21,1557.0,east
2018-06-21,2018,6,21,1542.0,west
2018-06-22,2018,6,22,1743.0,north
2018-06-22,2018,6,22,1797.0,south
2018-06-22,2018,6,22,1686.0,east
2018-06-22,2018,6,22,1683.0,west
2018-06-23,2018,6,23,1791.0,north
2018-06-23,2018,6,23,1554.0,south
2018-06-23,2018,6,23,1695.0,east
2018-06-23,2018,6,23,1566.0,west
2018-06-24,2018,6,24,1563.0,north
2018-06-24,2018,6,24,1623.0,south
2018-06-24,2018,6,24,1530.0,east
2018-06-24,2018,6,24,1662.0,west
2018-06-25,2018,6,25,1650.0,north
2018-06-25,2018,6,25,1602.0,south
2018-06-25,2018,6,25,1548.0,east
2018-06-25,2018,6,25,1623.0,west
2018-06-26,2018,6,26,1728.0,north
2018-06-26,2018,6,26,1533.0,south
2018-06-26,2018,6,26,1503.0,east
2018-06-26,2018,6,26,1629.0,west
2018-06-27,2018,6,27,1581.0,north
2018-06-27,2018,6,27,1659.0,south
2018-06-27,2018,6,27,1707.0,east
2018-06-27,2018,6,27,1665.0,west
2018-06-28,2018,6,28,1563.0,north
2018-06-28,2018,6,28,1638.0,south
2018-06-28,2018,6,28,1692.0,east
2018-06-28,2018,6,28,1503.0,west
2018-06-29,2018,6,29,1686.0,north
2018-06-29,2018,6,29,1764.0,south
2018-06-29,2018,6,29,1629.0,east
2018-06-29,2018,6,29,1779.0,west
2018-06-30,2018,6,30,1554.0,north
2018-06-30,2018,6,30,1653.0,south
2018-06-30,2018,6,30,1515.0,east
2018-06-30,2018,6,30,1557.0,west
2018-07-01,2018,7,1,1746.0,north
2018-07-01,2018,7,1,1671.0,south
2018-07-01,2018,7,1,1716.0,east
2018-07-01,2018,7,1,1554.0,west
2018-07-02,2018,7,2,1695.0,north
2018-07-02,2018,7,2,1611.0,south
2018-07-02,2018,7,2,1680.0,east
2018-07-02,2018,7,2,1671.0,west
2018-07-03,2018,7,3,1644.0,north
2018-07-03,2018,7,3,1638.0,south
2018-07-03,2018,7,3,1623.0,east
2018-07-03,2018,7,3,1515.0,west
2018-07-04,2018,7,4,1743.0,north
2018-07-04,2018,7,4,1587.0,south
2018-07-04,2018,7,4,1764.0,east
2018-07-04,2018,7,4,1572.0,west
2018-07-05,2018,7,5,1752.0,north
2018-07-05,2018,7,5,1647.0,south
2018-07-05,2018,7,5,1575.0,east
2018-07-05,2018,7,5,1500.0,west
2018-07-06,2018,7,6,1743.0,north
2018-07-06,2018,7,6,1566.0,south
2018-07-06,2018,7,6,1758.0,east
2018-07-06,2018,7,6,1689.0,west
2018-07-07,2018,7,7,1776.0,north
2018-07-07,2018,7,7,1770.0,south
2018-07-07,2018,7,7,1695.0,east
2018-07-07,2018,7,7,1566.0,west
2018-07-08,2018,7,8,1623.0,north
2018-07-08,2018,7,8,1776.0,south
2018-07-08,2018,7,8,1515.0,east
2018-07-08,2018,7,8,1761.0,west
2018-07-09,2018,7,9,1623.0,north
2018-07-09,2018,7,9,1788.0,south
2018-07-09,2018,7,9,1542.0,east
2018-07-09,2018,7,9,1515.0,west
2018-07-10,2018,7,10,1794.0,north
2018-07-10,2018,7,10,1794.0,south
2018-07-10,2018,7,10,1755.0,east
2018-07-10,2018,7,10,1761.0,west
2018-07-11,2018,7,11,1605.0,north
2018-07-11,2018,7,11,1569.0,south
2018-07-11,2018,7,11,1638.0,east
2018-07-11,2018,7,11,1677.0,west
2018-07-12,2018,7,12,1593.0,north
2018-07-12,2018,7,12,1500.0,south
2018-07-12,2018,7,12,1539.0,east
2018-07-12,2018,7,12,1719.0,west
2018-07-13,2018,7,13,1749.0,north
2018-07-13,2018,7,13,1596.0,south
2018-07-13,2018,7,13,1680.0,east
2018-07-13,2018,7,13,1509.0,west
2018-07-14,2018,7,14,1500.0,north
2018-07-14,2018,7,14,1653.0,south
2018-07-14,2018,7,14,1620.0,east
2018-07-14,2018,7,14,1575.0,west
2018-07-15,2018,7,15,1737.0,north
2018-07-15,2018,7,15,1713.0,south
2018-07-15,2018,7,15,1698.0,east
2018-07-15,2018,7,15,1539.0,west
2018-07-16,2018,7,16,1773.0,north
2018-07-16,2018,7,16,1707.0,south
2018-07-16,2018,7,16,1554.0,east
2018-07-16,2018,7,16,1515.0,west
2018-07-17,2018,7,17,1551.0,north
2018-07-17,2018,7,17,1566.0,south
2018-07-17,2018,7,17,1788.0,east
2018-07-17,2018,7,17,1614.0,west
2018-07-18,2018,7,18,1704.0,north
2018-07-18,2018,7,18,1656.0,south
2018-07-18,2018,7,18,1530.0,east
2018-07-18,2018,7,18,1659.0,west
2018-07-19,2018,7,19,1620.0,north
2018-07-19,2018,7,19,1725.0,south
2018-07-19,2018,7,19,1704.0,east
2018-07-19,2018,7,19,1527.0,west
2018-07-20,2018,7,20,1731.0,north
2018-07-20,2018,7,20,1761.0,south
2018-07-20,2018,7,20,1644.0,east
2018-07-20,2018,7,20,1653.0,west
2018-07-21,2018,7,21,1725.0,north
2018-07-21,2018,7,21,1698.0,south
2018-07-21,2018,7,21,1662.0,east
2018-07-21,2018,7,21,1656.0,west
2018-07-22,2018,7,22,1608.0,north
